case_id,task,resource,start_time,completion_time
Intervention Loaded1781,Intervention Loaded,,2020-01-01 00:17:48.600000,2020-01-01 00:17:48.600000
Intervention Loaded1782,Intervention Loaded,,2020-01-01 00:17:49.200000,2020-01-01 00:17:49.200000
Intervention Loaded1783,Intervention Loaded,,2020-01-01 00:17:49.800000,2020-01-01 00:17:49.800000
Intervention Loaded1784,Intervention Loaded,,2020-01-01 00:17:50.400000,2020-01-01 00:17:50.400000
Intervention Loaded1785,Intervention Loaded,,2020-01-01 00:17:51.000000,2020-01-01 00:17:51.000000
Intervention Loaded1786,Intervention Loaded,,2020-01-01 00:17:51.600000,2020-01-01 00:17:51.600000
Intervention Loaded1787,Intervention Loaded,,2020-01-01 00:17:52.200000,2020-01-01 00:17:52.200000
Intervention Loaded1788,Intervention Loaded,,2020-01-01 00:17:52.800000,2020-01-01 00:17:52.800000
Intervention Loaded1789,Intervention Loaded,,2020-01-01 00:17:53.400000,2020-01-01 00:17:53.400000
Intervention Loaded1790,Intervention Loaded,,2020-01-01 00:17:54.000000,2020-01-01 00:17:54.000000
Intervention Loaded1791,Intervention Loaded,,2020-01-01 00:17:54.600000,2020-01-01 00:17:54.600000
Intervention Loaded1792,Intervention Loaded,,2020-01-01 00:17:55.200000,2020-01-01 00:17:55.200000
Intervention Loaded1793,Intervention Loaded,,2020-01-01 00:17:55.800000,2020-01-01 00:17:55.800000
Intervention Loaded1794,Intervention Loaded,,2020-01-01 00:17:56.400000,2020-01-01 00:17:56.400000
Intervention Loaded1795,Intervention Loaded,,2020-01-01 00:17:57.000000,2020-01-01 00:17:57.000000
Intervention Loaded1796,Intervention Loaded,,2020-01-01 00:17:57.600000,2020-01-01 00:17:57.600000
Intervention Loaded1797,Intervention Loaded,,2020-01-01 00:17:58.200000,2020-01-01 00:17:58.200000
Intervention Loaded1798,Intervention Loaded,,2020-01-01 00:17:58.800000,2020-01-01 00:17:58.800000
Intervention Loaded1799,Intervention Loaded,,2020-01-01 00:17:59.400000,2020-01-01 00:17:59.400000
Intervention Loaded1800,Intervention Loaded,,2020-01-01 00:18:00.000000,2020-01-01 00:18:00.000000
Intervention Loaded1801,Intervention Loaded,,2020-01-01 00:18:00.600000,2020-01-01 00:18:00.600000
Intervention Loaded1802,Intervention Loaded,,2020-01-01 00:18:01.200000,2020-01-01 00:18:01.200000
Intervention Loaded1803,Intervention Loaded,,2020-01-01 00:18:01.800000,2020-01-01 00:18:01.800000
Intervention Loaded1804,Intervention Loaded,,2020-01-01 00:18:02.400000,2020-01-01 00:18:02.400000
Intervention Loaded1805,Intervention Loaded,,2020-01-01 00:18:03.000000,2020-01-01 00:18:03.000000
Intervention Loaded1806,Intervention Loaded,,2020-01-01 00:18:03.600000,2020-01-01 00:18:03.600000
Intervention Loaded1807,Intervention Loaded,,2020-01-01 00:18:04.200000,2020-01-01 00:18:04.200000
Intervention Loaded1808,Intervention Loaded,,2020-01-01 00:18:04.800000,2020-01-01 00:18:04.800000
Intervention Loaded1809,Intervention Loaded,,2020-01-01 00:18:05.400000,2020-01-01 00:18:05.400000
Intervention Loaded1810,Intervention Loaded,,2020-01-01 00:18:06.000000,2020-01-01 00:18:06.000000
Intervention Loaded1811,Intervention Loaded,,2020-01-01 00:18:06.600000,2020-01-01 00:18:06.600000
Intervention Loaded1812,Intervention Loaded,,2020-01-01 00:18:07.200000,2020-01-01 00:18:07.200000
Intervention Loaded1813,Intervention Loaded,,2020-01-01 00:18:07.800000,2020-01-01 00:18:07.800000
Intervention Loaded1814,Intervention Loaded,,2020-01-01 00:18:08.400000,2020-01-01 00:18:08.400000
Intervention Loaded79,Generate Discrepancy,dhs-1,2020-01-01 00:16:44.840946,2020-01-01 00:18:08.577692
Intervention Loaded1815,Intervention Loaded,,2020-01-01 00:18:09.000000,2020-01-01 00:18:09.000000
Intervention Loaded80,Generate Discrepancy,dhs-2,2020-01-01 00:16:45.440946,2020-01-01 00:18:09.177692
Intervention Loaded1816,Intervention Loaded,,2020-01-01 00:18:09.600000,2020-01-01 00:18:09.600000
Intervention Loaded81,Generate Discrepancy,dhs-3,2020-01-01 00:16:46.040946,2020-01-01 00:18:09.777692
Intervention Loaded1817,Intervention Loaded,,2020-01-01 00:18:10.200000,2020-01-01 00:18:10.200000
Intervention Loaded82,Generate Discrepancy,dhs-4,2020-01-01 00:16:46.640946,2020-01-01 00:18:10.377692
Intervention Loaded1818,Intervention Loaded,,2020-01-01 00:18:10.800000,2020-01-01 00:18:10.800000
Intervention Loaded85,Generate Discrepancy,dhs-5,2020-01-01 00:16:47.240946,2020-01-01 00:18:10.977692
Intervention Loaded1819,Intervention Loaded,,2020-01-01 00:18:11.400000,2020-01-01 00:18:11.400000
Intervention Loaded1820,Intervention Loaded,,2020-01-01 00:18:12.000000,2020-01-01 00:18:12.000000
Intervention Loaded1821,Intervention Loaded,,2020-01-01 00:18:12.600000,2020-01-01 00:18:12.600000
Intervention Loaded1822,Intervention Loaded,,2020-01-01 00:18:13.200000,2020-01-01 00:18:13.200000
Intervention Loaded1823,Intervention Loaded,,2020-01-01 00:18:13.800000,2020-01-01 00:18:13.800000
Intervention Loaded1824,Intervention Loaded,,2020-01-01 00:18:14.400000,2020-01-01 00:18:14.400000
Intervention Loaded1825,Intervention Loaded,,2020-01-01 00:18:15.000000,2020-01-01 00:18:15.000000
Intervention Loaded1826,Intervention Loaded,,2020-01-01 00:18:15.600000,2020-01-01 00:18:15.600000
Intervention Loaded1827,Intervention Loaded,,2020-01-01 00:18:16.200000,2020-01-01 00:18:16.200000
Intervention Loaded1828,Intervention Loaded,,2020-01-01 00:18:16.800000,2020-01-01 00:18:16.800000
Intervention Loaded1829,Intervention Loaded,,2020-01-01 00:18:17.400000,2020-01-01 00:18:17.400000
Intervention Loaded1830,Intervention Loaded,,2020-01-01 00:18:18.000000,2020-01-01 00:18:18.000000
Intervention Loaded1831,Intervention Loaded,,2020-01-01 00:18:18.600000,2020-01-01 00:18:18.600000
Intervention Loaded1832,Intervention Loaded,,2020-01-01 00:18:19.200000,2020-01-01 00:18:19.200000
Intervention Loaded1833,Intervention Loaded,,2020-01-01 00:18:19.800000,2020-01-01 00:18:19.800000
Intervention Loaded1834,Intervention Loaded,,2020-01-01 00:18:20.400000,2020-01-01 00:18:20.400000
Intervention Loaded1835,Intervention Loaded,,2020-01-01 00:18:21.000000,2020-01-01 00:18:21.000000
Intervention Loaded1836,Intervention Loaded,,2020-01-01 00:18:21.600000,2020-01-01 00:18:21.600000
Intervention Loaded1837,Intervention Loaded,,2020-01-01 00:18:22.200000,2020-01-01 00:18:22.200000
Intervention Loaded1838,Intervention Loaded,,2020-01-01 00:18:22.800000,2020-01-01 00:18:22.800000
Intervention Loaded1839,Intervention Loaded,,2020-01-01 00:18:23.400000,2020-01-01 00:18:23.400000
Intervention Loaded1840,Intervention Loaded,,2020-01-01 00:18:24.000000,2020-01-01 00:18:24.000000
Intervention Loaded1841,Intervention Loaded,,2020-01-01 00:18:24.600000,2020-01-01 00:18:24.600000
Intervention Loaded1842,Intervention Loaded,,2020-01-01 00:18:25.200000,2020-01-01 00:18:25.200000
Intervention Loaded1843,Intervention Loaded,,2020-01-01 00:18:25.800000,2020-01-01 00:18:25.800000
Intervention Loaded1844,Intervention Loaded,,2020-01-01 00:18:26.400000,2020-01-01 00:18:26.400000
Intervention Loaded1845,Intervention Loaded,,2020-01-01 00:18:27.000000,2020-01-01 00:18:27.000000
Intervention Loaded1846,Intervention Loaded,,2020-01-01 00:18:27.600000,2020-01-01 00:18:27.600000
Intervention Loaded1847,Intervention Loaded,,2020-01-01 00:18:28.200000,2020-01-01 00:18:28.200000
Intervention Loaded1848,Intervention Loaded,,2020-01-01 00:18:28.800000,2020-01-01 00:18:28.800000
Intervention Loaded1849,Intervention Loaded,,2020-01-01 00:18:29.400000,2020-01-01 00:18:29.400000
Intervention Loaded1850,Intervention Loaded,,2020-01-01 00:18:30.000000,2020-01-01 00:18:30.000000
Intervention Loaded1851,Intervention Loaded,,2020-01-01 00:18:30.600000,2020-01-01 00:18:30.600000
Intervention Loaded1852,Intervention Loaded,,2020-01-01 00:18:31.200000,2020-01-01 00:18:31.200000
Intervention Loaded1853,Intervention Loaded,,2020-01-01 00:18:31.800000,2020-01-01 00:18:31.800000
Intervention Loaded1854,Intervention Loaded,,2020-01-01 00:18:32.400000,2020-01-01 00:18:32.400000
Intervention Loaded1855,Intervention Loaded,,2020-01-01 00:18:33.000000,2020-01-01 00:18:33.000000
Intervention Loaded1856,Intervention Loaded,,2020-01-01 00:18:33.600000,2020-01-01 00:18:33.600000
Intervention Loaded1857,Intervention Loaded,,2020-01-01 00:18:34.200000,2020-01-01 00:18:34.200000
Intervention Loaded1858,Intervention Loaded,,2020-01-01 00:18:34.800000,2020-01-01 00:18:34.800000
Intervention Loaded1859,Intervention Loaded,,2020-01-01 00:18:35.400000,2020-01-01 00:18:35.400000
Intervention Loaded1860,Intervention Loaded,,2020-01-01 00:18:36.000000,2020-01-01 00:18:36.000000
Intervention Loaded1861,Intervention Loaded,,2020-01-01 00:18:36.600000,2020-01-01 00:18:36.600000
Intervention Loaded1862,Intervention Loaded,,2020-01-01 00:18:37.200000,2020-01-01 00:18:37.200000
Intervention Loaded1863,Intervention Loaded,,2020-01-01 00:18:37.800000,2020-01-01 00:18:37.800000
Intervention Loaded1864,Intervention Loaded,,2020-01-01 00:18:38.400000,2020-01-01 00:18:38.400000
Intervention Loaded1865,Intervention Loaded,,2020-01-01 00:18:39.000000,2020-01-01 00:18:39.000000
Intervention Loaded1866,Intervention Loaded,,2020-01-01 00:18:39.600000,2020-01-01 00:18:39.600000
Intervention Loaded1867,Intervention Loaded,,2020-01-01 00:18:40.200000,2020-01-01 00:18:40.200000
Intervention Loaded1868,Intervention Loaded,,2020-01-01 00:18:40.800000,2020-01-01 00:18:40.800000
Intervention Loaded1869,Intervention Loaded,,2020-01-01 00:18:41.400000,2020-01-01 00:18:41.400000
Intervention Loaded1870,Intervention Loaded,,2020-01-01 00:18:42.000000,2020-01-01 00:18:42.000000
Intervention Loaded1871,Intervention Loaded,,2020-01-01 00:18:42.600000,2020-01-01 00:18:42.600000
Intervention Loaded1872,Intervention Loaded,,2020-01-01 00:18:43.200000,2020-01-01 00:18:43.200000
Intervention Loaded1873,Intervention Loaded,,2020-01-01 00:18:43.800000,2020-01-01 00:18:43.800000
Intervention Loaded1874,Intervention Loaded,,2020-01-01 00:18:44.400000,2020-01-01 00:18:44.400000
Intervention Loaded1875,Intervention Loaded,,2020-01-01 00:18:45.000000,2020-01-01 00:18:45.000000
Intervention Loaded1876,Intervention Loaded,,2020-01-01 00:18:45.600000,2020-01-01 00:18:45.600000
Intervention Loaded1877,Intervention Loaded,,2020-01-01 00:18:46.200000,2020-01-01 00:18:46.200000
Intervention Loaded1878,Intervention Loaded,,2020-01-01 00:18:46.800000,2020-01-01 00:18:46.800000
Intervention Loaded1879,Intervention Loaded,,2020-01-01 00:18:47.400000,2020-01-01 00:18:47.400000
Intervention Loaded1880,Intervention Loaded,,2020-01-01 00:18:48.000000,2020-01-01 00:18:48.000000
Intervention Loaded1881,Intervention Loaded,,2020-01-01 00:18:48.600000,2020-01-01 00:18:48.600000
Intervention Loaded1882,Intervention Loaded,,2020-01-01 00:18:49.200000,2020-01-01 00:18:49.200000
Intervention Loaded1883,Intervention Loaded,,2020-01-01 00:18:49.800000,2020-01-01 00:18:49.800000
Intervention Loaded1884,Intervention Loaded,,2020-01-01 00:18:50.400000,2020-01-01 00:18:50.400000
Intervention Loaded1885,Intervention Loaded,,2020-01-01 00:18:51.000000,2020-01-01 00:18:51.000000
Intervention Loaded1886,Intervention Loaded,,2020-01-01 00:18:51.600000,2020-01-01 00:18:51.600000
Intervention Loaded1887,Intervention Loaded,,2020-01-01 00:18:52.200000,2020-01-01 00:18:52.200000
Intervention Loaded1888,Intervention Loaded,,2020-01-01 00:18:52.800000,2020-01-01 00:18:52.800000
Intervention Loaded1889,Intervention Loaded,,2020-01-01 00:18:53.400000,2020-01-01 00:18:53.400000
Intervention Loaded1890,Intervention Loaded,,2020-01-01 00:18:54.000000,2020-01-01 00:18:54.000000
Intervention Loaded1891,Intervention Loaded,,2020-01-01 00:18:54.600000,2020-01-01 00:18:54.600000
Intervention Loaded1892,Intervention Loaded,,2020-01-01 00:18:55.200000,2020-01-01 00:18:55.200000
Intervention Loaded1893,Intervention Loaded,,2020-01-01 00:18:55.800000,2020-01-01 00:18:55.800000
Intervention Loaded1894,Intervention Loaded,,2020-01-01 00:18:56.400000,2020-01-01 00:18:56.400000
Intervention Loaded1895,Intervention Loaded,,2020-01-01 00:18:57.000000,2020-01-01 00:18:57.000000
Intervention Loaded1896,Intervention Loaded,,2020-01-01 00:18:57.600000,2020-01-01 00:18:57.600000
Intervention Loaded1897,Intervention Loaded,,2020-01-01 00:18:58.200000,2020-01-01 00:18:58.200000
Intervention Loaded1898,Intervention Loaded,,2020-01-01 00:18:58.800000,2020-01-01 00:18:58.800000
Intervention Loaded1899,Intervention Loaded,,2020-01-01 00:18:59.400000,2020-01-01 00:18:59.400000
Intervention Loaded1900,Intervention Loaded,,2020-01-01 00:19:00.000000,2020-01-01 00:19:00.000000
Intervention Loaded1901,Intervention Loaded,,2020-01-01 00:19:00.600000,2020-01-01 00:19:00.600000
Intervention Loaded1902,Intervention Loaded,,2020-01-01 00:19:01.200000,2020-01-01 00:19:01.200000
Intervention Loaded1903,Intervention Loaded,,2020-01-01 00:19:01.800000,2020-01-01 00:19:01.800000
Intervention Loaded1904,Intervention Loaded,,2020-01-01 00:19:02.400000,2020-01-01 00:19:02.400000
Intervention Loaded1905,Intervention Loaded,,2020-01-01 00:19:03.000000,2020-01-01 00:19:03.000000
Intervention Loaded1906,Intervention Loaded,,2020-01-01 00:19:03.600000,2020-01-01 00:19:03.600000
Intervention Loaded1907,Intervention Loaded,,2020-01-01 00:19:04.200000,2020-01-01 00:19:04.200000
Intervention Loaded1908,Intervention Loaded,,2020-01-01 00:19:04.800000,2020-01-01 00:19:04.800000
Intervention Loaded1909,Intervention Loaded,,2020-01-01 00:19:05.400000,2020-01-01 00:19:05.400000
Intervention Loaded1910,Intervention Loaded,,2020-01-01 00:19:06.000000,2020-01-01 00:19:06.000000
Intervention Loaded1911,Intervention Loaded,,2020-01-01 00:19:06.600000,2020-01-01 00:19:06.600000
Intervention Loaded1912,Intervention Loaded,,2020-01-01 00:19:07.200000,2020-01-01 00:19:07.200000
Intervention Loaded1913,Intervention Loaded,,2020-01-01 00:19:07.800000,2020-01-01 00:19:07.800000
Intervention Loaded1914,Intervention Loaded,,2020-01-01 00:19:08.400000,2020-01-01 00:19:08.400000
Intervention Loaded1915,Intervention Loaded,,2020-01-01 00:19:09.000000,2020-01-01 00:19:09.000000
Intervention Loaded1916,Intervention Loaded,,2020-01-01 00:19:09.600000,2020-01-01 00:19:09.600000
Intervention Loaded1917,Intervention Loaded,,2020-01-01 00:19:10.200000,2020-01-01 00:19:10.200000
Intervention Loaded1918,Intervention Loaded,,2020-01-01 00:19:10.800000,2020-01-01 00:19:10.800000
Intervention Loaded1919,Intervention Loaded,,2020-01-01 00:19:11.400000,2020-01-01 00:19:11.400000
Intervention Loaded1920,Intervention Loaded,,2020-01-01 00:19:12.000000,2020-01-01 00:19:12.000000
Intervention Loaded1921,Intervention Loaded,,2020-01-01 00:19:12.600000,2020-01-01 00:19:12.600000
Intervention Loaded1922,Intervention Loaded,,2020-01-01 00:19:13.200000,2020-01-01 00:19:13.200000
Intervention Loaded1923,Intervention Loaded,,2020-01-01 00:19:13.800000,2020-01-01 00:19:13.800000
Intervention Loaded1924,Intervention Loaded,,2020-01-01 00:19:14.400000,2020-01-01 00:19:14.400000
Intervention Loaded1925,Intervention Loaded,,2020-01-01 00:19:15.000000,2020-01-01 00:19:15.000000
Intervention Loaded1926,Intervention Loaded,,2020-01-01 00:19:15.600000,2020-01-01 00:19:15.600000
Intervention Loaded1927,Intervention Loaded,,2020-01-01 00:19:16.200000,2020-01-01 00:19:16.200000
Intervention Loaded1928,Intervention Loaded,,2020-01-01 00:19:16.800000,2020-01-01 00:19:16.800000
Intervention Loaded1929,Intervention Loaded,,2020-01-01 00:19:17.400000,2020-01-01 00:19:17.400000
Intervention Loaded1930,Intervention Loaded,,2020-01-01 00:19:18.000000,2020-01-01 00:19:18.000000
Intervention Loaded1931,Intervention Loaded,,2020-01-01 00:19:18.600000,2020-01-01 00:19:18.600000
Intervention Loaded1932,Intervention Loaded,,2020-01-01 00:19:19.200000,2020-01-01 00:19:19.200000
Intervention Loaded1933,Intervention Loaded,,2020-01-01 00:19:19.800000,2020-01-01 00:19:19.800000
Intervention Loaded1934,Intervention Loaded,,2020-01-01 00:19:20.400000,2020-01-01 00:19:20.400000
Intervention Loaded1935,Intervention Loaded,,2020-01-01 00:19:21.000000,2020-01-01 00:19:21.000000
Intervention Loaded1936,Intervention Loaded,,2020-01-01 00:19:21.600000,2020-01-01 00:19:21.600000
Intervention Loaded1937,Intervention Loaded,,2020-01-01 00:19:22.200000,2020-01-01 00:19:22.200000
Intervention Loaded1938,Intervention Loaded,,2020-01-01 00:19:22.800000,2020-01-01 00:19:22.800000
Intervention Loaded1939,Intervention Loaded,,2020-01-01 00:19:23.400000,2020-01-01 00:19:23.400000
Intervention Loaded1940,Intervention Loaded,,2020-01-01 00:19:24.000000,2020-01-01 00:19:24.000000
Intervention Loaded1941,Intervention Loaded,,2020-01-01 00:19:24.600000,2020-01-01 00:19:24.600000
Intervention Loaded1942,Intervention Loaded,,2020-01-01 00:19:25.200000,2020-01-01 00:19:25.200000
Intervention Loaded1943,Intervention Loaded,,2020-01-01 00:19:25.800000,2020-01-01 00:19:25.800000
Intervention Loaded1944,Intervention Loaded,,2020-01-01 00:19:26.400000,2020-01-01 00:19:26.400000
Intervention Loaded1945,Intervention Loaded,,2020-01-01 00:19:27.000000,2020-01-01 00:19:27.000000
Intervention Loaded1946,Intervention Loaded,,2020-01-01 00:19:27.600000,2020-01-01 00:19:27.600000
Intervention Loaded1947,Intervention Loaded,,2020-01-01 00:19:28.200000,2020-01-01 00:19:28.200000
Intervention Loaded1948,Intervention Loaded,,2020-01-01 00:19:28.800000,2020-01-01 00:19:28.800000
Intervention Loaded1949,Intervention Loaded,,2020-01-01 00:19:29.400000,2020-01-01 00:19:29.400000
Intervention Loaded1950,Intervention Loaded,,2020-01-01 00:19:30.000000,2020-01-01 00:19:30.000000
Intervention Loaded1951,Intervention Loaded,,2020-01-01 00:19:30.600000,2020-01-01 00:19:30.600000
Intervention Loaded1952,Intervention Loaded,,2020-01-01 00:19:31.200000,2020-01-01 00:19:31.200000
Intervention Loaded1953,Intervention Loaded,,2020-01-01 00:19:31.800000,2020-01-01 00:19:31.800000
Intervention Loaded87,Generate Discrepancy,dhs-1,2020-01-01 00:18:08.577692,2020-01-01 00:19:32.314437
Intervention Loaded1954,Intervention Loaded,,2020-01-01 00:19:32.400000,2020-01-01 00:19:32.400000
Intervention Loaded88,Generate Discrepancy,dhs-2,2020-01-01 00:18:09.177692,2020-01-01 00:19:32.914437
Intervention Loaded1955,Intervention Loaded,,2020-01-01 00:19:33.000000,2020-01-01 00:19:33.000000
Intervention Loaded90,Generate Discrepancy,dhs-3,2020-01-01 00:18:09.777692,2020-01-01 00:19:33.514437
Intervention Loaded1956,Intervention Loaded,,2020-01-01 00:19:33.600000,2020-01-01 00:19:33.600000
Intervention Loaded91,Generate Discrepancy,dhs-4,2020-01-01 00:18:10.377692,2020-01-01 00:19:34.114437
Intervention Loaded1957,Intervention Loaded,,2020-01-01 00:19:34.200000,2020-01-01 00:19:34.200000
Intervention Loaded92,Generate Discrepancy,dhs-5,2020-01-01 00:18:10.977692,2020-01-01 00:19:34.714437
Intervention Loaded1958,Intervention Loaded,,2020-01-01 00:19:34.800000,2020-01-01 00:19:34.800000
Intervention Loaded1959,Intervention Loaded,,2020-01-01 00:19:35.400000,2020-01-01 00:19:35.400000
Intervention Loaded1960,Intervention Loaded,,2020-01-01 00:19:36.000000,2020-01-01 00:19:36.000000
Intervention Loaded1961,Intervention Loaded,,2020-01-01 00:19:36.600000,2020-01-01 00:19:36.600000
Intervention Loaded1962,Intervention Loaded,,2020-01-01 00:19:37.200000,2020-01-01 00:19:37.200000
Intervention Loaded1963,Intervention Loaded,,2020-01-01 00:19:37.800000,2020-01-01 00:19:37.800000
Intervention Loaded1964,Intervention Loaded,,2020-01-01 00:19:38.400000,2020-01-01 00:19:38.400000
Intervention Loaded1965,Intervention Loaded,,2020-01-01 00:19:39.000000,2020-01-01 00:19:39.000000
Intervention Loaded1966,Intervention Loaded,,2020-01-01 00:19:39.600000,2020-01-01 00:19:39.600000
Intervention Loaded1967,Intervention Loaded,,2020-01-01 00:19:40.200000,2020-01-01 00:19:40.200000
Intervention Loaded1968,Intervention Loaded,,2020-01-01 00:19:40.800000,2020-01-01 00:19:40.800000
Intervention Loaded1969,Intervention Loaded,,2020-01-01 00:19:41.400000,2020-01-01 00:19:41.400000
Intervention Loaded1970,Intervention Loaded,,2020-01-01 00:19:42.000000,2020-01-01 00:19:42.000000
Intervention Loaded1971,Intervention Loaded,,2020-01-01 00:19:42.600000,2020-01-01 00:19:42.600000
Intervention Loaded1972,Intervention Loaded,,2020-01-01 00:19:43.200000,2020-01-01 00:19:43.200000
Intervention Loaded1973,Intervention Loaded,,2020-01-01 00:19:43.800000,2020-01-01 00:19:43.800000
Intervention Loaded1974,Intervention Loaded,,2020-01-01 00:19:44.400000,2020-01-01 00:19:44.400000
Intervention Loaded1975,Intervention Loaded,,2020-01-01 00:19:45.000000,2020-01-01 00:19:45.000000
Intervention Loaded1976,Intervention Loaded,,2020-01-01 00:19:45.600000,2020-01-01 00:19:45.600000
Intervention Loaded1977,Intervention Loaded,,2020-01-01 00:19:46.200000,2020-01-01 00:19:46.200000
Intervention Loaded1978,Intervention Loaded,,2020-01-01 00:19:46.800000,2020-01-01 00:19:46.800000
Intervention Loaded1979,Intervention Loaded,,2020-01-01 00:19:47.400000,2020-01-01 00:19:47.400000
Intervention Loaded1980,Intervention Loaded,,2020-01-01 00:19:48.000000,2020-01-01 00:19:48.000000
Intervention Loaded1981,Intervention Loaded,,2020-01-01 00:19:48.600000,2020-01-01 00:19:48.600000
Intervention Loaded1982,Intervention Loaded,,2020-01-01 00:19:49.200000,2020-01-01 00:19:49.200000
Intervention Loaded1983,Intervention Loaded,,2020-01-01 00:19:49.800000,2020-01-01 00:19:49.800000
Intervention Loaded1984,Intervention Loaded,,2020-01-01 00:19:50.400000,2020-01-01 00:19:50.400000
Intervention Loaded1985,Intervention Loaded,,2020-01-01 00:19:51.000000,2020-01-01 00:19:51.000000
Intervention Loaded1986,Intervention Loaded,,2020-01-01 00:19:51.600000,2020-01-01 00:19:51.600000
Intervention Loaded1987,Intervention Loaded,,2020-01-01 00:19:52.200000,2020-01-01 00:19:52.200000
Intervention Loaded1988,Intervention Loaded,,2020-01-01 00:19:52.800000,2020-01-01 00:19:52.800000
Intervention Loaded1989,Intervention Loaded,,2020-01-01 00:19:53.400000,2020-01-01 00:19:53.400000
Intervention Loaded1990,Intervention Loaded,,2020-01-01 00:19:54.000000,2020-01-01 00:19:54.000000
Intervention Loaded1991,Intervention Loaded,,2020-01-01 00:19:54.600000,2020-01-01 00:19:54.600000
Intervention Loaded1992,Intervention Loaded,,2020-01-01 00:19:55.200000,2020-01-01 00:19:55.200000
Intervention Loaded1993,Intervention Loaded,,2020-01-01 00:19:55.800000,2020-01-01 00:19:55.800000
Intervention Loaded1994,Intervention Loaded,,2020-01-01 00:19:56.400000,2020-01-01 00:19:56.400000
Intervention Loaded1995,Intervention Loaded,,2020-01-01 00:19:57.000000,2020-01-01 00:19:57.000000
Intervention Loaded1996,Intervention Loaded,,2020-01-01 00:19:57.600000,2020-01-01 00:19:57.600000
Intervention Loaded1997,Intervention Loaded,,2020-01-01 00:19:58.200000,2020-01-01 00:19:58.200000
Intervention Loaded1998,Intervention Loaded,,2020-01-01 00:19:58.800000,2020-01-01 00:19:58.800000
Intervention Loaded1999,Intervention Loaded,,2020-01-01 00:19:59.400000,2020-01-01 00:19:59.400000
Intervention Loaded2000,Intervention Loaded,,2020-01-01 00:20:00.000000,2020-01-01 00:20:00.000000
Intervention Loaded2001,Intervention Loaded,,2020-01-01 00:20:00.600000,2020-01-01 00:20:00.600000
Intervention Loaded2002,Intervention Loaded,,2020-01-01 00:20:01.200000,2020-01-01 00:20:01.200000
Intervention Loaded2003,Intervention Loaded,,2020-01-01 00:20:01.800000,2020-01-01 00:20:01.800000
Intervention Loaded2004,Intervention Loaded,,2020-01-01 00:20:02.400000,2020-01-01 00:20:02.400000
Intervention Loaded2005,Intervention Loaded,,2020-01-01 00:20:03.000000,2020-01-01 00:20:03.000000
Intervention Loaded2006,Intervention Loaded,,2020-01-01 00:20:03.600000,2020-01-01 00:20:03.600000
Intervention Loaded2007,Intervention Loaded,,2020-01-01 00:20:04.200000,2020-01-01 00:20:04.200000
Intervention Loaded2008,Intervention Loaded,,2020-01-01 00:20:04.800000,2020-01-01 00:20:04.800000
Intervention Loaded2009,Intervention Loaded,,2020-01-01 00:20:05.400000,2020-01-01 00:20:05.400000
Intervention Loaded2010,Intervention Loaded,,2020-01-01 00:20:06.000000,2020-01-01 00:20:06.000000
Intervention Loaded2011,Intervention Loaded,,2020-01-01 00:20:06.600000,2020-01-01 00:20:06.600000
Intervention Loaded2012,Intervention Loaded,,2020-01-01 00:20:07.200000,2020-01-01 00:20:07.200000
Intervention Loaded2013,Intervention Loaded,,2020-01-01 00:20:07.800000,2020-01-01 00:20:07.800000
Intervention Loaded2014,Intervention Loaded,,2020-01-01 00:20:08.400000,2020-01-01 00:20:08.400000
Intervention Loaded2015,Intervention Loaded,,2020-01-01 00:20:09.000000,2020-01-01 00:20:09.000000
Intervention Loaded2016,Intervention Loaded,,2020-01-01 00:20:09.600000,2020-01-01 00:20:09.600000
Intervention Loaded2017,Intervention Loaded,,2020-01-01 00:20:10.200000,2020-01-01 00:20:10.200000
Intervention Loaded2018,Intervention Loaded,,2020-01-01 00:20:10.800000,2020-01-01 00:20:10.800000
Intervention Loaded2019,Intervention Loaded,,2020-01-01 00:20:11.400000,2020-01-01 00:20:11.400000
Intervention Loaded2020,Intervention Loaded,,2020-01-01 00:20:12.000000,2020-01-01 00:20:12.000000
Intervention Loaded2021,Intervention Loaded,,2020-01-01 00:20:12.600000,2020-01-01 00:20:12.600000
Intervention Loaded2022,Intervention Loaded,,2020-01-01 00:20:13.200000,2020-01-01 00:20:13.200000
Intervention Loaded2023,Intervention Loaded,,2020-01-01 00:20:13.800000,2020-01-01 00:20:13.800000
Intervention Loaded2024,Intervention Loaded,,2020-01-01 00:20:14.400000,2020-01-01 00:20:14.400000
Intervention Loaded2025,Intervention Loaded,,2020-01-01 00:20:15.000000,2020-01-01 00:20:15.000000
Intervention Loaded2026,Intervention Loaded,,2020-01-01 00:20:15.600000,2020-01-01 00:20:15.600000
Intervention Loaded2027,Intervention Loaded,,2020-01-01 00:20:16.200000,2020-01-01 00:20:16.200000
Intervention Loaded2028,Intervention Loaded,,2020-01-01 00:20:16.800000,2020-01-01 00:20:16.800000
Intervention Loaded2029,Intervention Loaded,,2020-01-01 00:20:17.400000,2020-01-01 00:20:17.400000
Intervention Loaded2030,Intervention Loaded,,2020-01-01 00:20:18.000000,2020-01-01 00:20:18.000000
Intervention Loaded2031,Intervention Loaded,,2020-01-01 00:20:18.600000,2020-01-01 00:20:18.600000
Intervention Loaded2032,Intervention Loaded,,2020-01-01 00:20:19.200000,2020-01-01 00:20:19.200000
